,招标文件名称,省市区,网址,类型,银行全称,行别,投标时间,报名时间,截止时间
807,国家税务总局齐齐哈尔市税务局服务外包项目中标公告,黑龙江,http://www.gc-zb.com/read-195916242.html,中标,,,,,
808,奉化区东大院、商务大厦裙楼人员服务外包项目00000关于奉化区东大院、商务大厦裙楼人员服务外包项目的合同,浙江,http://www.gc-zb.com/read-195915922.html,招标,,,,,
809,东方锅炉2020年度产品检查、探伤辅助业务外包,四川,http://www.gc-zb.com/read-195915697.html,招标,,,,,
810,河源职业技术学院2019年金课视频录制与剪辑工作外包采购项目（编号：0835-190ZD6901141）成交公告,广东,http://www.gc-zb.com/read-195915561.html,招标,,,,,
811,物流干线送货业务外包（GGZC2019-G3-079-GXCJ）公开招标公告,广西,http://www.gc-zb.com/read-195915146.html,招标,,,,,
812,银川市统计局新经济调查队工作人员聘用服务外包采购项目变更公告[变更公告],宁夏,http://www.gc-zb.com/read-195915107.html,招标,,,,,
813,东方锅炉2020年度产品检查、探伤辅助业务外包招标公告,四川,http://www.gc-zb.com/read-195948867.html,招标,,,,,
814,中国电信股份有限公司随州分公司2019年平安城市视频监控维护外包采购比选项目中选候选人公示,湖北,http://www.gc-zb.com/read-195914802.html,招标,,,,,
815,华睿诚项目管理有限公司关于西宁市城中区人民法院集约化送达外包服务的中标(成交)结果公告,青海,http://www.gc-zb.com/read-195914676.html,中标,,,,,
816,中国电信股份有限公司株洲分公司2019-2020年平安智慧乡村视频监控摄像头安装维护业务外包项目（标包一和标包三）,湖南,http://www.gc-zb.com/read-195914586.html,招标,,,,,
817,贵阳市网格化服务管理指挥调度中心2019—2020年业务外包项目采购公告,贵州,http://www.gc-zb.com/read-195914149.html,招标,,,,,
818,特殊仪器仪表送外检定／校准外包业务（二次）,陕西,http://www.gc-zb.com/read-195913943.html,招标,,,,,
819,广东省特种证件制作中心2019-10清洁外包服务项目成交公告【招标编号：GZQC19-PZ05-FC046】,广东,http://www.gc-zb.com/read-195913502.html,招标,,,,,
820,湖南省供销合作总社部分直属单位财税外包业务成交公告,湖南,http://www.gc-zb.com/read-195913501.html,招标,,,,,
821,鄂西卷烟材料厂临时性用工劳务外包评标结果公示,湖北,http://www.gc-zb.com/read-195913202.html,招标,,,,,
822,关于前洲街道环卫一体化服务外包项目的中标公告,江苏,http://www.gc-zb.com/read-195912574.html,中标,,,,,
823,2020年清远分公司呼叫中心业务外包项目单一来源采购公示,广东,http://www.gc-zb.com/read-195912376.html,招标,,,,,
824,关于“远程专家定制-宽带智能业务部项目二次定制开发业务外包采购”的采购公示,北京,http://www.gc-zb.com/read-195912267.html,招标,,,,,
825,中国电信永州分公司2020年网络安全技术支撑外包服务项目单一来源采购公示,湖南,http://www.gc-zb.com/read-195911734.html,招标,,,,,
826,《综合服务支撑业务外包服务合同》,上海,http://www.gc-zb.com/read-195911612.html,招标,,,,,
827,2020年哈尔滨分公司财务现场检查及票据外包服务（三次）比选公告,黑龙江,http://www.gc-zb.com/read-195911486.html,招标,,,,,
828,淮滨至信阳高速公路息县至邢集段运营管理安保服务外包采购项目招标公告,河南,http://www.gc-zb.com/read-195910907.html,招标,,,,,
829,重庆恒旺实业有限公司及子公司2020年度非主营业务外包,重庆,http://www.gc-zb.com/read-195910502.html,招标,,,,,
830,2019-2020年不良短信人工处理业务外包项目单一来源采购公示,上海,http://www.gc-zb.com/read-195909686.html,招标,,,,,
831,河源职业技术学院2019年金课视频录制与剪辑工作外包采购项目中标公示,广东,http://www.gc-zb.com/read-196123460.html,中标,,,,,
832,河源职业技术学院2019年金课视频录制与剪辑工作外包采购项目（编号：0835-190ZD6901141）成交公告,广东,http://www.gc-zb.com/read-195909340.html,招标,,,,,
833,北京外企德科人力资源服务上海有限公司制造业项目外包供应商入围公示,上海,http://www.gc-zb.com/read-195908376.html,招标,,,,,
834,中广核海上风电项目部技术服务外包业务,广东,http://www.gc-zb.com/read-195908312.html,招标,,,,,
835,中国电信防城港分公司2019年-2020年装移维工作外包技术服务采购项目招标公告,广西,http://www.gc-zb.com/read-195907104.html,招标,,,,,
836,2020年辽宁省高速公路服务区物业服务外包项目招标公告,辽宁,http://www.gc-zb.com/read-195906902.html,招标,,,,,
837,银杏酮酯、人工麝香产业创新升级示范项目成品内外包传递系统设备采购及伴随服务招标公告,上海,http://www.gc-zb.com/read-195906495.html,招标,,,,,
838,中国铁塔股份有限公司上海市分公司2020-2021年设计服务外包项目集中招标中标信息,上海,http://www.gc-zb.com/read-195905542.html,中标,,,,,
839,西工区城市管理局-西工区生活垃圾分类工作外包服务项目公开招标公告,河南,http://www.gc-zb.com/read-195905271.html,招标,,,,,
840,亳州市人民医院普通类型医疗设备维保整体外包服务中标候选人公示,安徽,http://www.gc-zb.com/read-195904717.html,中标,,,,,
841,亳州市人民医院大型医疗设备维保整体外包服务成交候选人公示,安徽,http://www.gc-zb.com/read-195904122.html,招标,,,,,
842,中国邮政集团公司铜陵市分公司物业外包采购项目（包一）流标公告,安徽,http://www.gc-zb.com/read-195903213.html,招标,,,,,
843,中国邮政集团公司唐山市分公司迁西县邮路外包项目招标公告,河北,http://www.gc-zb.com/read-195903057.html,招标,,,,,
844,中国邮政集团公司太原市分公司辅助岗位业务外包服务采购项目招标公告,山西,http://www.gc-zb.com/read-195903046.html,招标,,,,,
845,国际邮件总包站内、外（库区）操作业务外包服务采购项目（重新招标）招标公告,北京,http://www.gc-zb.com/read-195903037.html,招标,,,,,
846,航空邮件处理中心国内进口分拣外包服务采购项目（重新招标）招标公告,北京,http://www.gc-zb.com/read-195903027.html,招标,,,,,
847,金华市中心医院污水处理外包服务项目的中标(成交)结果公告,浙江,http://www.gc-zb.com/read-195902125.html,中标,,,,,
848,滨州市大数据应用中心政务协同办公系统年度运维外包服务采购合同公示,山东,http://www.gc-zb.com/read-195901170.html,招标,,,,,
849,长沙市望城区机关事务中心长沙市望城区公车平台司勤人员劳务外包采购项目招标公告,湖南,http://www.gc-zb.com/read-195900681.html,招标,,,,,
850,中国邮政集团公司江苏省分公司泰州市分公司区内邮路运输外包采购项目(标包二)中标结果公示,江苏,http://www.gc-zb.com/read-195899729.html,中标,,,,,
851,贵阳市寄递事业部项目邮件处理外包采购项目竞争性磋商公告,贵州,http://www.gc-zb.com/read-195896776.html,招标,,,,,
852,仙居县恒信电力有限公司车辆驾驶业务外包服务招标公告,浙江,http://www.gc-zb.com/read-195896393.html,招标,,,,,
853,黄岩永恒电建2020年服务调度业务外包招标公告,浙江,http://www.gc-zb.com/read-195896102.html,招标,,,,,
854,三门振兴公司综合业务外包服务招标公告,浙江,http://www.gc-zb.com/read-195895509.html,招标,,,,,
855,毕节卷烟厂搬运业务（一标段）外包项目（2020年）-中标候选人公示,贵州,http://www.gc-zb.com/read-195894257.html,中标,,,,,
856,毕节卷烟厂搬运业务（二标段）外包项目（2020年）-中标候选人公示,贵州,http://www.gc-zb.com/read-195894228.html,中标,,,,,
857,中核四0四有限公司第三分公司生产辅助业务外包-结果公告,北京,http://www.gc-zb.com/read-195894199.html,招标,,,,,
858,鲁车招（2019）658号喷丸工序外包中标候选人公示,山东,http://www.gc-zb.com/read-195892494.html,中标,,,,,
859,2020-2021年工程建设项目全程免费代办服务外包项目的采购公告,广东,http://www.gc-zb.com/read-195908142.html,招标,,,,,
860,成都体育学院2020-2022年清洁外包服务政府采购项目(川政采招〔2019〕286号）公开招标结果公告,四川,http://www.gc-zb.com/read-195891599.html,招标,,,,,
861,广州市市政职业学校医务人员外包服务的采购公告,广东,http://www.gc-zb.com/read-195907219.html,招标,,,,,
862,南京江山汇金综合楼安保服务外包项目中标候选人公示,江苏,http://www.gc-zb.com/read-195891313.html,中标,,,,,
863,广东松山职业技术学院广东松山职业技术学院医务所外包服务合同采购合同(40288ba86e84863f016eb03b3d9c3895),广东,http://www.gc-zb.com/read-195890838.html,招标,,,,,
864,浙江华云电力企业服务有限公司台州分公司后勤服务外包项目中标结果公示,浙江,http://www.gc-zb.com/read-195890820.html,中标,,,,,
865,中国邮政集团公司铜陵市分公司物业外包采购项目（包1）流标公告,安徽,http://www.gc-zb.com/read-195890765.html,招标,,,,,
866,山东高速物资储运有限公司2020年度上料、卸料劳务外包项目竞争性谈判公告,山东,http://www.gc-zb.com/read-195890674.html,招标,,,,,
867,中华人民共和国宝山海事局2020年船舶作业与维护管理项目外包公开招标公告,北京,http://www.gc-zb.com/read-195888621.html,招标,,,,,
868,西宁市城中区人民法院集约化送达外包服务中标公示,青海,http://www.gc-zb.com/read-195886039.html,中标,,,,,
869,中免集团三亚市内免税店有限公司呼叫中心客服外包服务项目招标公告,海南,http://www.gc-zb.com/read-195885127.html,招标,,,,,
870,启东市近海镇人居环境长效管理服务外包项目招标公告,江苏,http://www.gc-zb.com/read-195880376.html,招标,,,,,
871,广东省番禺监狱广东省番禺监狱饭堂劳务外包项目采购计划(40288ba86e84863f016eb0042a5a72b3),广东,http://www.gc-zb.com/read-195873480.html,招标,,,,,
872,毕节卷烟厂搬运业务（一标段）外包项目(129974),贵州,http://www.gc-zb.com/read-195870773.html,招标,,,,,
873,毕节卷烟厂搬运业务（二标段）外包项目(129975),贵州,http://www.gc-zb.com/read-195870770.html,招标,,,,,
874,贵阳市寄递事业部项目邮件处理外包采购项目竞争性磋商公告(129966),贵州,http://www.gc-zb.com/read-195867811.html,招标,,,,,
875,咸宁市咸安区人民法院卷宗随案生成外包项目项目采购信息公告,湖北,http://www.gc-zb.com/read-195860277.html,招标,,,,,
876,2019-2021年度绍兴市烟草公司嵊州分公司烟叶生产及加工外包服务采购项目（重招）中标公告,浙江,http://www.gc-zb.com/read-195859013.html,中标,,,,,
877,贵阳市网格化服务管理指挥调度中心2019-2020年业务外包项目公开招标公告,贵州,http://www.gc-zb.com/read-195856041.html,招标,,,,,
878,宁海县妇幼保健院后勤设备设施管理服务外包项目预公告,浙江,http://www.gc-zb.com/read-195853741.html,招标,,,,,
879,景宁县景宁中学学校油印外包服务采购项目的合同公示,浙江,http://www.gc-zb.com/read-195853633.html,招标,,,,,
880,咸宁市咸安区人民法院卷宗随案生成外包项目,湖北,http://www.gc-zb.com/read-195850019.html,招标,,,,,
881,祁门县塔坊镇河道砂石开采、加工劳务外包服务采购项目流标公告,安徽,http://www.gc-zb.com/read-195846747.html,招标,,,,,
882,2019-2020年上海宝山局共建信息通信管道、光缆维护业务外包项目（C网，联通划归电信）,上海,http://www.gc-zb.com/read-195840008.html,招标,,,,,
883,关于温州机场集团有限公司登机桥维保值守业务外包项目的暂停招标公告,浙江,http://www.gc-zb.com/read-195892525.html,招标,,,,,
884,采油四厂2020年后勤业务外包服务（二次）,陕西,http://www.gc-zb.com/read-195834292.html,招标,,,,,
885,厂区内物资临时转运业务外包资格预审公告,甘肃,http://www.gc-zb.com/read-195822095.html,招标,,,,,
886,2019年度宿迁市不动产登记纸质档案整理及数字化扫描服务外包项目(合同公告)项目编号：	E3213010313201911007,江苏,http://www.gc-zb.com/read-195814137.html,招标,,,,,
887,长沙市开福区清水塘北辰小学长沙市开福区清水塘北辰小学劳务外包服务项目合同公告,湖南,http://www.gc-zb.com/read-195809531.html,招标,,,,,
888,重庆机务段2020年安保服务业务外包项目比选公告,四川,http://www.gc-zb.com/read-195804838.html,招标,,,,,
889,ZJDLL（2019）70号000000000000关于景宁县景宁中学学校油印外包服务采购项目的合同,浙江,http://www.gc-zb.com/read-195802582.html,招标,,,,,
890,湖北省省级政府采购项目招标公告（湖北美术学院2020-2021年劳务外包服务项目）,湖北,http://www.gc-zb.com/read-195776159.html,招标,,,,,
891,济源市12345市长热线服务外包项目竞争性磋商公告 （第二次）,河南,http://www.gc-zb.com/read-195776018.html,招标,,,,,
892,咸丰县城市社会福利院服务外包及社会化养老服务采购项,湖北,http://www.gc-zb.com/read-195775668.html,招标,,,,,
893,星桥街道排舞大赛外包服务项目招标公告,浙江,http://www.gc-zb.com/read-195773445.html,招标,,,,,
894,杭州萧山国际机场场区花箱养护业务外包项目招标公告,浙江,http://www.gc-zb.com/read-195772225.html,招标,,,,,
895,长春春铁物流集团有限公司街基货场货物6线集装箱装卸业务外包资格预审公告（代招标公告）,辽宁,http://www.gc-zb.com/read-195772172.html,招标,,,,,
